_respondentid.6,_startdate.6,_enddate.6,_optin.6,_incgen.primary.6,_incgen.primary.emp.6,_incgen.primary.indw.6,_incgen.primary.bus.6,_incgen.primary.rent.6,_incgen.primary.sell.6,_incgen.primary.other.6,_unempreason.6,_unempreason.other.6,_incgen.secondary.6,_incgen.secondary.indw.6,_incgen.secondary.bus.6,_incgen.secondary.rent.6,_incgen.secondary.sell.6,_incgen.secondary.other.6,_service.secondary.care.6,_service.secondary.clean.6,_service.secondary.deliver.6,_service.secondary.maint.6,_service.secondary.personal.6,_service.secondary.it.6,_service.secondary.drive.6,_service.secondary.prof.6,_service.secondary.create.6,_service.secondary.other.6,_emp.direct.6,_emp.service.clean.6,_emp.service.security.6,_emp.service.it.6,_emp.service.warehouse.6,_emp.service.other.6,_emp.hours.6,_emp.underwork.6,_emp.underwork.reason.6,_emp.underwork.other.6,_emp.paytype.6,_emp.annsalary.6,_emp.hourly.6,_emp.earnings.6,_satisfaction.emp.6,_indw.source.online.6,_indw.source.sm.6,_indw.source.class.6,_indw.source.agency.6,_indw.source.network.6,_indw.source.other.6,_indw.service.care.6,_indw.service.clean.6,_indw.service.deliver.6,_indw.service.maint.6,_indw.service.personal.6,_indw.service.it.6,_indw.service.drive.6,_indw.service.prof.6,_indw.service.create.6,_indw.service.other.6,_indw.month.6,_indw.howoften.6,_indw.numgig.6,_indw.hours.6,_indw.underwork.6,_indw.underwork.reason.6,_indw.underwork.other.6,_indw.hourly.6,_indw.busexpense.6,_indw.inc.total.6,_indw.earnings.6,_indw.reason.income.6,_indw.reason.extra.6,_indw.reason.maintskill.6,_indw.reason.newskill.6,_indw.reason.resume.6,_indw.reason.empwork.6,_indw.reason.network.6,_indw.reason.flex.6,_indw.reason.ownproj.6,_indw.reason.location.6,_indw.reason.boss.6,_indw.reason.hobby.6,_indw.reason.other.6,_indw.type.6,_indw.searchtime.6,_indw.concern.findwork.6,_indw.concern.getwork.6,_indw.concern.income.6,_indw.concern.fairpay.6,_indw.concern.latepay.6,_indw.concern.retire.6,_indw.concern.savemoney.6,_indw.concern.benefit.6,_indw.concern.taxrate.6,_indw.concern.debt.6,_indw.concern.taxlegal.6,_indw.concern.career.6,_indw.concern.discrimin.6,_indw.concern.other.6,_indw.benefit.life.6,_indw.benefit.paidsick.6,_indw.benefit.paidfam.6,_indw.benefit.retire.6,_indw.benefit.disability.6,_indw.benefit.unemployment.6,_indw.benefit.workercomp.6,_indw.benefit.health.6,_indw.traininterest.6,_indw.train.clientacq.6,_indw.train.clientmgmt.6,_indw.train.custservice.6,_indw.train.compskill.6,_indw.train.brand.6,_indw.train.timemgmt.6,_indw.train.financiallit.6,_indw.train.taxlegal.6,_indw.train.benioption.6,_indw.train.busowner.6,_indw.train.techskill.6,_indw.train.other.6,_indw.incdescribe.6,_satisfaction.indw.6,_indw.howlong.6,_bus.hours.6,_bus.inc.beforetax.6,_bus.busexpense.6,_bus.inc.aftertax.6,_bus.earnings.6,_satisfaction.bus.6,_rent.service.house.6,_rent.service.car.6,_rent.service.other.6,_rent.source.online.6,_rent.source.social.6,_rent.source.classified.6,_rent.source.personal.6,_rent.source.other.6,_rent.connect.online.6,_rent.connect.social.6,_rent.connect.classified.6,_rent.connect.personal.6,_rent.connect.other.6,_rent.inc.beforetax.6,_rent.busexpense.6,_rent.inc.aftertax.6,_rent.earnings.6,_sell.good.resale.6,_sell.good.handicraft.6,_sell.good.used.6,_sell.good.other.6,_sell.connect.ecomm.6,_sell.connect.social.6,_sell.connect.classified.6,_sell.connect.personal.6,_sell.connect.other.6,_sell.inc.total.6,_sell.busexpense.6,_sell.inc.aftertax.6,_sell.earnings.6,_unempearner.6,_unempearner.month.6,_unempearner.reason.6,_unempearner.reason.other.6,_harass.6,_harass.type.sexual.6,_harass.type.racial.6,_harass.type.undisclose.6,_harass.type.other.6,_emplpreference.6,_emplpreference.other.6,_opinionofinc.6,_finwellbeing.1.expense.6,_finwellbeing.1.securing.6,_finwellbeing.1.notenough.6,_finwellbeing.1.moneymgmt.6,_finwellbeing.1.gettingby.6,_finwellbeing.1.wontlast.6,_finwellbeing.2.gift.6,_finwellbeing.2.leftover.6,_finwellbeing.2.behind.6,_finwellbeing.2.controlife.6,_demo.age.6,_demo.gender.6,_demo.highestedu.6,_demo.hisplatinspanish.6,_demo.race.americanindian.6,_demo.race.asian.6,,_demo.race.nativehawaiian.6,_demo.race.white.6,_demo.race.other.6,_demo.race.undisclose.6,_geo.6,_geo.other.6
101043,2019-02-06 17:35:40,2019-02-06 18:04:56,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,15,Based on calculations and records,9,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,1 month,Once or twice a month,1,1-14 hours per week,No,,,25-30,Yes,200,Best guess,,,,,,,,I wanted more flexibility in my schedule,,,,,Started school,Ongoing or repeat work with a consistent set of clients,More than a month,,1st Concern,,2nd Concern,,,,3rd Concern,,,,,,,,3,,4,,2,1,,Yes,,,,Computer / Internet Skills,,,,,,,Technical Skills,,It is essential for meeting my basic needs,9,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,I was looking for paid work but couldn’t find any,,No,,,,,Other (please specify),Not sure,I am finding it difficult to live on my current income,Very little,Very well,Very little,Very well,Completely,Very well,Often,Rarely,Often,Often,21,Male,High School,No,,,,,White,,,San Francisco Bay Area,
101452,2019-02-13 15:48:28,2019-02-13 16:19:42,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,"Online classifieds - Craigslist, Monster.com, etc.",,Through your personal networks / word-of-mouth referrals,,,Cleaning Services,,,,,,"Professional Services - consulting, advisory services, training, research, etc.","Creative Work - writing, editing, music composition, voice-overs, design, performance, etc.",Tutoring,6 months,More than four times a month,66,15-34 hours per week,No,,,19,Yes,11000,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,,,,I wanted more flexibility in my schedule,I wanted to choose my own projects,,,,,One-off projects with various clients,1-3 days,,,3rd Concern,,,,,2nd Concern,,,1st Concern,,,,,,,,,,1,2,Yes,,,,,Personal Branding,,,Taxes and Other Legal Obligations,,,,,It is essential for meeting my basic needs,9,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am getting by on my current income,Very little,Somewhat,Not at all,Completely,Completely,Completely,Rarely,Often,Sometimes,Never,20,Male,Some college but no degree,Yes,,,,,,Other,,San Francisco Bay Area,
101150,2018-12-03 9:55:31,2018-12-03 10:13:23,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,6 months,Less than once a month,4,Varied a lot by week,,,,,Yes,1000,Best guess,,,,,,,,I wanted more flexibility in my schedule,I wanted to choose my own projects,,,,,One-off projects with various clients,3-4 weeks,1st Concern,,2nd Concern,,,,,3rd Concern,,,,,,,2,,,5,4,3,,1,No,,,,,,,,,,,,,It is essential for meeting my basic needs,8,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am finding it difficult to live on my current income,Very little,Very little,Not at all,Somewhat,Very well,Somewhat,Sometimes,Never,Sometimes,Rarely,24,Male,Some college but no degree,Yes,,,,,White,,,San Francisco Bay Area,
100634,2019-02-23 13:57:20,2019-02-23 14:15:20,Yes,Yes,An employee that got paid by an employer,,,,,Paid Internship,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,15-17,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very well,Somewhat,Not at all,Somewhat,Somewhat,Very little,Rarely,Often,Rarely,Often,22,Male,Some college but no degree,No,,Asian,,,,,,San Francisco Bay Area,
100692,2019-02-19 18:25:24,2019-02-19 18:45:56,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,"100,000",,Best guess,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am living comfortably on my current income,Somewhat,Very little,Not at all,Very well,Very little,Somewhat,Never,Often,Often,Never,30,Male,Master’s Degree,No,,,,,White,,,San Francisco Bay Area,
100392,2019-04-27 8:06:05,2019-04-27 9:33:51,Yes,No,,,,,,,I was looking for paid work but couldn’t find any,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am finding it difficult to live on my current income,Somewhat,Very little,Completely,Very well,Very well,Somewhat,Sometimes,Rarely,Sometimes,Sometimes,30,I prefer not to disclose,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,San Francisco Bay Area,
100353,2019-05-15 13:38:36,2019-05-15 13:45:00,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,Through your personal networks / word-of-mouth referrals,,,,,,,,,,"Creative Work - writing, editing, music composition, voice-overs, design, performance, etc.",,4 months,Once or twice a month,4,15-34 hours per week,No,,,20,No,1000,Best guess,,I wanted to earn extra money,,,,,,I wanted more flexibility in my schedule,,,,,,Ongoing or repeat work with a consistent set of clients,3-4 weeks,,,1st Concern,,,,,2nd Concern,,,3rd Concern,,,,,,,,,,,1,Yes,,Client Management,,,,Time Management,,,,,,,"It is nice to have, but I could live comfortably without it",10,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Somewhat,Somewhat,Somewhat,Somewhat,Very well,Somewhat,Rarely,Sometimes,Never,Sometimes,27,Female,Associate Degree (2-year degree),Yes,,,,,White,,,New York City,
101034,2018-11-16 16:31:26,2018-11-16 16:50:11,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,13,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am living comfortably on my current income,Somewhat,Very little,Not at all,Somewhat,Not at all,Not at all,Rarely,Never,Always,Never,19,Male,High School,No,,,,,White,,,New York City,
100891,2018-11-16 16:01:40,2018-11-16 16:12:12,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,,Based on calculations and records,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am living comfortably on my current income,Very well,Very little,Not at all,Very well,Somewhat,Very little,Never,Sometimes,Rarely,Never,29,Male,Bachelor’s Degree (4-year degree),Yes,,,,,White,,,New York City,
100358,2019-05-17 8:03:42,2019-05-17 8:17:36,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,20,Based on calculations and records,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,I was looking for paid work but couldn’t find any,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Completely,Somewhat,Somewhat,Very well,Somewhat,Somewhat,Often,Sometimes,Sometimes,Rarely,64,Female,Some college but no degree,Yes,,,,,,Other,,San Francisco Bay Area,
100567,2019-04-02 7:48:08,2019-04-02 8:45:43,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I needed time to attend school,,Hourly Basis,,15,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am getting by on my current income,Somewhat,Very well,Very little,Somewhat,Very well,Somewhat,Rarely,Always,Sometimes,Sometimes,22,Male,High School,No,,Asian,,,,,,New York City,
100439,2019-04-11 13:02:19,2019-04-11 14:02:21,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,70,Based on calculations and records,10,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,Through your personal networks / word-of-mouth referrals,,,,,,,,,,"Creative Work - writing, editing, music composition, voice-overs, design, performance, etc.",,5 months,Once or twice a month,10,15-34 hours per week,No,,,50,Yes,4000,Best guess,I wanted gig work to be my main source of income,I wanted to earn extra money,I wanted to maintain my existing job skills,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,I wanted to network / meet people,I wanted more flexibility in my schedule,,I wanted to choose where I worked,I wanted to be my own boss,,,Ongoing or repeat work with a consistent set of clients,I don’t know,,3rd Concern,1st Concern,,,,2nd Concern,,,,,,,,,3,,2,,,,1,Yes,Client Acquisition,Client Management,,,,,,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,It is essential for meeting my basic needs,10,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I needed time to attend school,,No,,,,,Other (please specify),Small business and freelance,I am getting by on my current income,Somewhat,Somewhat,Very little,Very well,Somewhat,Very well,Sometimes,Sometimes,Rarely,Sometimes,35,Male,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,San Francisco Bay Area,
101212,2018-11-27 11:35:43,2018-11-27 11:56:06,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,13,Based on calculations and records,5,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,1 month,More than four times a month,1,35-50 hours per week,,,,13,Yes,2500,Best guess,I wanted gig work to be my main source of income,,,,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,I wanted to network / meet people,,,,,,,One-off projects with various clients,I don’t know,,,,1st Concern,,,,2nd Concern,,,3rd Concern,,,,6,4,5,2,7,8,3,1,Yes,,,,,Personal Branding,,,,,,,,"It is an important component of my budget, but not essential",7,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,No,,,,,A paid employee of a company or organization,,I am finding it difficult to live on my current income,Very well,Somewhat,Somewhat,Somewhat,Very well,Somewhat,Often,Often,Sometimes,Often,25,Male,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,New York City,
101201,2018-11-28 15:12:49,2018-11-28 16:04:55,Yes,No,,,,,,,I was doing unpaid work as an intern or volunteer,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Very little,Very well,Not at all,Somewhat,Somewhat,Not at all,Sometimes,Rarely,Rarely,Never,22,Male,Some college but no degree,No,,,,,,,I prefer not to disclose,New York City,
101024,2018-11-05 11:53:55,2018-11-05 12:22:12,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,16,Based on calculations and records,8,,"Social media platforms - Facebook, LinkedIn, etc.",,,Through your personal networks / word-of-mouth referrals,,"Care Services - child care, elderly care, adult care, or pet care, etc.",,Delivery Services - delivery of goods via platforms like Postmates and DoorDash,,,,,,,,5 months,Three or four times a month,20,Varied a lot by week,,,,14,No,800,Best guess,,I wanted to earn extra money,,I wanted to develop new job skills,I wanted to use this experience to build my resume,,,,,,,Just for fun as a hobby or to make good use of extra time,,Ongoing or repeat work with a consistent set of clients,4-6 days,,2nd Concern,1st Concern,3rd Concern,,,,,,,,,,,,3,2,,,,,1,Yes,Client Acquisition,,,,Personal Branding,,Financial Literacy / Management / Planning,,,,,,"It is an important component of my budget, but not essential",6,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am getting by on my current income,Very little,Very well,Completely,Completely,Very well,Somewhat,Never,Always,Sometimes,Sometimes,21,Female,High School,Yes,,,,,,Other,,New York City,
100796,2019-01-19 11:27:02,2019-01-19 12:01:26,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,,,Home Care for elderly,15-34 hours per week,Yes,I had a temporary or seasonal job,,Hourly Basis,,17,Best guess,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,I was looking for paid work but couldn’t find any,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am finding it difficult to live on my current income,Not at all,Somewhat,Very little,Somewhat,Very little,Somewhat,Often,Rarely,Often,Often,43,Female,High School,No,,Asian,,,,,,New York City,
101453,2019-02-15 11:25:50,2019-02-15 11:44:51,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,Delivery Services - delivery of goods via platforms like Postmates and DoorDash,,,,,,,,3 months,Three or four times a month,12,1-14 hours per week,No,,,12,Yes,425,Best guess,,I wanted to earn extra money,,,,,,I wanted more flexibility in my schedule,,,,,,One-off projects with various clients,Less than 24 hours,,,,,,,,3rd Concern,,,1st Concern,2nd Concern,,,,,,,,,2,1,Yes,Client Acquisition,,,,,,,,,,Technical Skills,,"It is nice to have, but I could live comfortably without it",7,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,I needed time to attend school,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Completely,Somewhat,Completely,Somewhat,Not at all,Sometimes,Often,Sometimes,Often,22,Male,Associate Degree (2-year degree),No,,Asian,,,,,,San Francisco Bay Area,
101087,2018-12-06 17:20:04,2018-12-06 17:47:15,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,Through a staffing or temporary placement (temp) agency,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,"Professional Services - consulting, advisory services, training, research, etc.",,,6 months,Once or twice a month,10,35-50 hours per week,,,,22.5,No,8000,Best guess,I wanted gig work to be my main source of income,,,,,,,,,,,,,One-off projects with various clients,4-6 days,,,1st Concern,,,,,3rd Concern,,,2nd Concern,,,,2,,,,,,,1,Yes,,,,,,,,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,It is essential for meeting my basic needs,9,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am finding it very difficult to live on my current income,Completely,Completely,Somewhat,Somewhat,Very little,Completely,Never,Never,Sometimes,Sometimes,34,Female,Some college but no degree,Yes,,,,,,Other,,New York City,
100445,2019-04-11 12:25:59,2019-04-11 12:42:20,Yes,Yes,An employee that got paid by an employer,,,,Selling new or used goods or handicrafts,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,30,Best guess,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used or second-hand goods,,"Through e-commerce sites - Etsy, eBay, etc","Through social media platforms - Facebook, LinkedIn, etc.",,,,800,No,800,Best guess,Yes,1.5,Other (please specify),Taking a break,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Very little,Very little,Not at all,Very well,Very well,Somewhat,Rarely,Often,Never,Rarely,22,Male,Associate Degree (2-year degree),Yes,,,,,,Other,,San Francisco Bay Area,
100981,2019-01-28 14:22:59,2019-01-28 15:04:59,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,IT,,,35-50 hours per week,,,,Hourly Basis,,15,Best guess,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Completely,Somewhat,Very little,Somewhat,Very little,Not at all,Never,Always,Never,Never,29,Male,High School,Yes,,,,Native Hawaiian or Pacific Islander,,,,New York City,
100631,2019-02-22 10:09:37,2019-02-22 10:43:28,Yes,Yes,,,,,,Paid Internship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Somewhat,Somewhat,Somewhat,Completely,Very well,Rarely,Often,Sometimes,Often,54,Male,Master’s Degree,No,,Asian,,,,,,Other (please specify),"Salinas, CA"
100699,2019-02-14 16:51:25,2019-02-14 17:23:22,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,Selling new or used goods or handicrafts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Social media platforms - Facebook, LinkedIn, etc.",,,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,"Professional Services - consulting, advisory services, training, research, etc.",,,1 month,More than four times a month,1,1-14 hours per week,Yes,I needed time to attend a training program,,20,No,550,Best guess,,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,I wanted to network / meet people,,I wanted to choose my own projects,,,,,One-off projects with various clients,3-4 weeks,,,2nd Concern,,,,3rd Concern,1st Concern,,,,,,,,,,3,,2,,1,Yes,,,,,Personal Branding,,,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,"It is an important component of my budget, but not essential",5,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,Refurbished items,,,,Through your personal networks / word-of-mouth referrals,,6000,Yes,4800,Best guess,No,,,,No,,,,,A small business owner selling products,,I am getting by on my current income,Not at all,Not at all,Completely,Completely,Completely,Completely,Often,Never,Always,Sometimes,39,Male,Bachelor’s Degree (4-year degree),No,,,,,White,,,San Francisco Bay Area,
101092,2018-12-06 16:23:58,2018-12-06 16:49:53,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,IT,,,35-50 hours per week,,,,Hourly Basis,,18,Based on calculations and records,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am finding it difficult to live on my current income,Not at all,Somewhat,Somewhat,Somewhat,Completely,Somewhat,Sometimes,Often,Often,Always,23,Male,High School,Yes,,,,,,Other,,New York City,
